ID_Persona,Region,Edad,Genero,Deporte,Frecuencia_Semanal,Duracion_Promedio_min,Nivel,Gasto_Mensual,Satisfaccion
886,Centro,27,M,Yoga,3,34,Principiante,11109,5
887,Buenos Aires,43,F,Running,2,48,Principiante,6582,5
888,Buenos Aires,16,F,Running,3,71,Principiante,7002,5
889,Centro,70,F,Ciclismo,5,136,Intermedio,34239,5
890,Buenos Aires,68,M,Ciclismo,1,146,Principiante,18113,5
891,Buenos Aires,49,Otro,Futbol,2,68,Intermedio,13894,5
892,Norte,64,M,Running,4,88,Intermedio,11627,5
893,Sur,22,M,Gimnasio,4,76,Avanzado,38138,5
894,Buenos Aires,33,Otro,Futbol,3,62,Intermedio,16325,5
895,CABA,13,M,Yoga,5,58,Intermedio,17753,5
896,CABA,53,F,Gimnasio,4,89,Avanzado,35554,4
897,Norte,33,Otro,Yoga,3,40,Intermedio,17135,5
898,Norte,19,M,Ciclismo,2,76,Principiante,19753,5
899,Norte,27,M,Running,2,38,Intermedio,8713,5
900,CABA,13,F,Futbol,2,85,Intermedio,14099,4
901,Buenos Aires,59,F,Futbol,5,109,Avanzado,18488,5
902,Buenos Aires,30,M,Ciclismo,3,114,Principiante,17524,5
903,Sur,22,Otro,Futbol,6,73,Avanzado,19734,5
904,Buenos Aires,65,Otro,Ciclismo,4,143,Avanzado,43818,5
905,Sur,29,M,Gimnasio,7,82,Avanzado,35674,5
906,Buenos Aires,22,M,Running,7,44,Avanzado,11403,5
907,Centro,61,F,Running,7,47,Avanzado,12964,5
908,Buenos Aires,57,F,Gimnasio,1,49,Principiante,19709,4
909,Norte,12,M,Yoga,3,62,Intermedio,16731,5
910,CABA,46,Otro,Running,6,51,Avanzado,14751,5
911,Centro,66,Otro,Futbol,2,93,Principiante,9918,5
912,Sur,37,F,Natacion,3,59,Principiante,14718,5
913,Sur,53,Otro,Natacion,3,34,Intermedio,16959,5
914,Centro,54,Otro,Ciclismo,3,138,Intermedio,28755,5
915,CABA,24,F,Ciclismo,1,119,Principiante,19494,4
916,CABA,26,Otro,Running,4,59,Intermedio,9254,5
917,Buenos Aires,40,Otro,Futbol,5,78,Avanzado,18879,5
918,Sur,18,F,Yoga,1,68,Principiante,11112,5
919,Sur,65,M,Ciclismo,5,76,Avanzado,43016,5
920,Norte,45,Otro,Yoga,5,60,Avanzado,22383,5
921,Buenos Aires,17,F,Yoga,7,51,Avanzado,27992,
922,Buenos Aires,43,F,Futbol,2,107,Principiante,10631,5
923,Buenos Aires,29,Otro,Running,5,54,Avanzado,10409,5
924,Buenos Aires,42,F,Ciclismo,1,67,Principiante,20144,5
925,Norte,64,F,Gimnasio,3,48,Principiante,18368,5
926,Buenos Aires,49,Otro,Ciclismo,1,136,Principiante,17878,5
927,Sur,17,F,Running,3,87,Principiante,6012,5
928,Centro,14,F,Natacion,7,40,Avanzado,24323,5
929,Norte,31,Otro,Yoga,7,38,Avanzado,23317,5
930,Buenos Aires,55,M,Futbol,4,115,Avanzado,17939,5
931,CABA,35,M,Natacion,7,56,Avanzado,25325,5
932,CABA,55,F,Running,1,34,Principiante,7541,4
933,Sur,31,F,Yoga,1,30,Principiante,10307,4
934,Centro,70,M,Natacion,3,50,Principiante,15782,5
935,CABA,17,M,Ciclismo,7,138,Avanzado,40338,5
936,Sur,34,M,Natacion,5,44,Intermedio,23027,5
937,Buenos Aires,62,Otro,Futbol,7,69,Avanzado,18169,5
938,Norte,25,Otro,Gimnasio,5,88,Intermedio,20128,5
939,Norte,50,F,Natacion,5,53,Avanzado,22243,5
940,Sur,41,M,Natacion,2,58,Principiante,16565,5
941,Buenos Aires,66,Otro,Natacion,2,57,Principiante,12653,
942,CABA,14,Otro,Natacion,1,49,Principiante,12735,5
943,Buenos Aires,22,M,Natacion,5,44,Avanzado,23731,5
944,Sur,17,M,Yoga,1,38,Principiante,14243,4
945,CABA,32,F,Yoga,5,36,Avanzado,18843,5
946,Buenos Aires,14,M,Ciclismo,7,94,Avanzado,43476,5
947,Buenos Aires,20,F,Natacion,5,43,Avanzado,22148,5
948,Buenos Aires,47,F,Gimnasio,3,73,Intermedio,26013,5
949,Centro,42,Otro,Futbol,2,61,Intermedio,14789,5
950,Buenos Aires,48,M,Natacion,3,39,Intermedio,17006,5
951,Centro,48,Otro,Gimnasio,5,86,Avanzado,34651,5
952,Norte,18,Otro,Running,2,67,Intermedio,11101,5
953,Centro,46,Otro,Yoga,5,31,Avanzado,20665,5
954,Norte,49,F,Natacion,2,48,Intermedio,17333,5
955,Buenos Aires,53,F,Yoga,2,72,Principiante,11117,5
956,Buenos Aires,58,Otro,Gimnasio,5,79,Avanzado,34088,5
957,Sur,54,M,Yoga,2,33,Principiante,11072,
958,Sur,29,F,Yoga,3,60,Principiante,12901,5
959,Norte,35,M,Gimnasio,3,81,Intermedio,25085,4
960,Norte,13,Otro,Ciclismo,7,106,Avanzado,32832,5
961,Centro,64,M,Natacion,3,54,Intermedio,16600,5
962,Norte,63,F,Natacion,4,49,Intermedio,21579,
963,Buenos Aires,39,Otro,Yoga,4,58,Intermedio,19209,5
964,Sur,39,Otro,Natacion,2,51,Intermedio,16611,5
965,Norte,48,Otro,Gimnasio,1,68,Principiante,15346,4
966,Norte,44,M,Ciclismo,5,110,Intermedio,26280,5
967,Centro,70,F,Yoga,7,46,Avanzado,25448,5
968,Buenos Aires,50,F,Yoga,5,66,Avanzado,23111,5
969,Norte,16,Otro,Gimnasio,5,55,Intermedio,27743,5
970,Centro,13,M,Yoga,4,32,Intermedio,19032,5
971,CABA,20,M,Futbol,4,77,Avanzado,18522,5
972,CABA,40,F,Running,2,68,Intermedio,,5
973,Norte,67,F,Running,4,62,Avanzado,12919,5
974,Buenos Aires,37,Otro,Yoga,3,35,Principiante,13292,5
975,Sur,41,M,Natacion,3,53,Intermedio,20805,
976,Norte,16,Otro,Futbol,1,85,Principiante,11416,4
977,Buenos Aires,35,M,Ciclismo,2,106,Principiante,20884,4
978,Centro,39,Otro,Natacion,5,58,Intermedio,16613,5
979,Sur,34,F,Yoga,2,41,Principiante,14500,5
980,Buenos Aires,53,M,Gimnasio,1,63,Principiante,18893,4
981,CABA,63,F,Ciclismo,3,92,Principiante,18653,4
982,Buenos Aires,36,F,Running,2,73,Intermedio,8366,5
983,CABA,38,Otro,Gimnasio,3,71,Principiante,18485,4
984,CABA,23,Otro,Yoga,3,46,Intermedio,20138,5
985,Buenos Aires,59,M,Futbol,5,100,Intermedio,14448,5
986,Centro,63,M,Ciclismo,5,80,Intermedio,27307,5
987,Sur,24,M,Ciclismo,5,143,Intermedio,,5
988,Centro,43,F,Yoga,5,64,Avanzado,24333,5
989,CABA,33,Otro,Ciclismo,4,72,Intermedio,25893,5
990,CABA,31,F,Yoga,4,64,Intermedio,14753,5
991,Norte,26,F,Yoga,3,36,Intermedio,18645,5
992,CABA,62,Otro,Running,2,54,Principiante,6570,5
993,CABA,56,Otro,Ciclismo,5,130,Intermedio,26018,5
994,CABA,21,M,Yoga,5,43,Intermedio,15496,5
995,Buenos Aires,48,Otro,Ciclismo,7,147,Avanzado,42824,5
996,CABA,55,F,Yoga,4,49,Avanzado,22118,5
997,Centro,63,M,Futbol,3,96,Principiante,10962,5
998,Buenos Aires,30,F,Running,4,54,Intermedio,8217,5
999,Centro,63,F,Natacion,7,47,Avanzado,24263,5
1000,Sur,43,M,Futbol,3,113,Principiante,10435,5
1001,Centro,14,Otro,Running,3,54,Principiante,8111,5
1002,CABA,60,M,Running,2,82,Principiante,8253,5
1003,Buenos Aires,51,M,Ciclismo,5,95,Intermedio,29797,5
1004,Norte,14,F,Futbol,3,83,Intermedio,12740,5
1005,CABA,60,Otro,Gimnasio,2,89,Intermedio,25906,5
1006,Norte,44,Otro,Yoga,3,30,Principiante,,5
1007,Centro,64,M,Futbol,2,71,Principiante,12004,5
1008,Buenos Aires,36,M,Running,5,58,Intermedio,10837,5
1009,Norte,22,Otro,Ciclismo,1,144,Principiante,19420,5
1010,Buenos Aires,67,M,Gimnasio,3,68,Principiante,14629,5
1011,CABA,44,F,Running,4,57,Intermedio,9670,5
1012,Norte,12,Otro,Yoga,6,60,Avanzado,19362,5
1013,Sur,56,Otro,Running,5,38,Avanzado,14147,5
1014,CABA,64,F,Yoga,7,49,Avanzado,24989,5
1015,Centro,70,M,Natacion,3,49,Intermedio,22156,4
1016,Centro,61,Otro,Yoga,3,48,Principiante,14751,4
1017,Norte,32,F,Ciclismo,1,71,Principiante,22184,5
1018,Centro,63,M,Futbol,2,105,Principiante,11053,5
1019,Buenos Aires,40,M,Futbol,5,112,Intermedio,16023,5
1020,Sur,33,Otro,Yoga,4,74,Intermedio,16216,5
1021,Sur,67,M,Running,4,32,Avanzado,14435,
1022,CABA,25,F,Ciclismo,3,119,Principiante,21652,5
1023,Centro,18,M,Natacion,7,60,Avanzado,27013,5
1024,CABA,55,F,Natacion,3,60,Intermedio,19748,5
1025,Norte,31,Otro,Ciclismo,3,61,Principiante,17581,5
1026,CABA,24,F,Gimnasio,1,53,Principiante,16059,5
1027,Norte,63,M,Futbol,2,104,Intermedio,17037,5
1028,Centro,56,Otro,Natacion,1,55,Principiante,12466,5
1029,Centro,25,Otro,Natacion,3,54,Intermedio,22568,5
1030,CABA,58,Otro,Gimnasio,5,53,Avanzado,26888,5
1031,Norte,48,F,Yoga,1,32,Principiante,13841,5
1032,Norte,52,F,Natacion,4,49,Intermedio,22783,5
1033,Centro,20,M,Yoga,5,70,Intermedio,20186,5
1034,Sur,57,F,Running,6,68,Avanzado,13099,5
1035,Buenos Aires,43,F,Ciclismo,2,93,Intermedio,29275,5
1036,Norte,45,Otro,Natacion,6,40,Avanzado,26492,5
1037,Centro,57,Otro,Ciclismo,4,139,Avanzado,41737,5
1038,Sur,24,M,Futbol,2,76,Principiante,12449,5
1039,Sur,60,F,Running,4,80,Avanzado,12539,5
1040,Sur,31,M,Yoga,3,64,Intermedio,16206,5
1041,Buenos Aires,34,M,Natacion,1,41,Principiante,13920,5
1042,Norte,54,M,Ciclismo,6,78,Avanzado,38489,5
1043,Sur,37,Otro,Gimnasio,3,54,Intermedio,26759,5
1044,Centro,69,M,Yoga,5,56,Intermedio,20583,5
1045,Centro,45,Otro,Natacion,2,43,Intermedio,17433,5
1046,Centro,67,F,Ciclismo,2,61,Intermedio,33113,4
1047,Buenos Aires,28,F,Yoga,1,68,Principiante,12302,5
1048,Norte,32,F,Gimnasio,2,72,Intermedio,29645,5
1049,Sur,53,F,Futbol,5,105,Avanzado,22691,
1050,Sur,15,M,Ciclismo,7,127,Avanzado,41580,5
1051,Centro,32,Otro,Gimnasio,3,75,Principiante,15134,5
1052,Centro,66,Otro,Ciclismo,2,145,Intermedio,33048,5
1053,CABA,17,Otro,Ciclismo,5,72,Avanzado,45256,5
1054,Buenos Aires,48,F,Ciclismo,4,98,Avanzado,43890,5
1055,Buenos Aires,57,M,Yoga,3,41,Principiante,13481,5
1056,Centro,57,F,Ciclismo,4,117,Avanzado,34187,5
1057,CABA,32,Otro,Futbol,5,75,Avanzado,15700,5
1058,Norte,23,Otro,Ciclismo,4,69,Intermedio,25647,5
1059,CABA,63,Otro,Yoga,5,70,Intermedio,20657,5
1060,Sur,53,F,Gimnasio,1,59,Principiante,19944,5
1061,CABA,27,M,Running,7,40,Avanzado,13909,5
1062,Norte,19,Otro,Futbol,7,104,Avanzado,21210,5
1063,Sur,34,M,Ciclismo,4,140,Intermedio,32888,
1064,Sur,40,M,Yoga,1,44,Principiante,10414,5
1065,Sur,28,F,Futbol,1,71,Principiante,9193,5
1066,CABA,21,M,Natacion,7,35,Avanzado,26383,5
1067,Norte,40,M,Ciclismo,3,141,Principiante,19607,5
1068,Buenos Aires,21,F,Gimnasio,2,89,Principiante,15914,5
1069,CABA,33,F,Natacion,1,48,Principiante,15230,5
1070,Norte,49,M,Yoga,2,35,Principiante,14150,5
1071,Sur,17,Otro,Futbol,2,100,Intermedio,17142,4
1072,Buenos Aires,47,Otro,Running,5,62,Avanzado,,5
1073,Sur,19,Otro,Yoga,2,49,Principiante,10380,5
1074,Sur,49,M,Natacion,1,41,Principiante,12606,5
1075,Sur,69,M,Running,2,52,Intermedio,8331,5
1076,Norte,46,M,Futbol,1,65,Principiante,12205,5
1077,CABA,59,M,Ciclismo,6,65,Avanzado,31989,5
1078,Sur,16,Otro,Natacion,1,31,Principiante,14766,5
1079,Buenos Aires,38,F,Futbol,7,61,Avanzado,23072,5
1080,Centro,57,Otro,Gimnasio,7,78,Avanzado,36625,5
1081,Sur,28,M,Ciclismo,5,119,Avanzado,32101,5
1082,Buenos Aires,48,F,Gimnasio,5,81,Avanzado,30610,5
1083,Norte,30,F,Running,4,70,Intermedio,9797,5
1084,Norte,39,F,Natacion,2,44,Intermedio,20821,5
1085,CABA,20,F,Running,5,48,Avanzado,11692,5
1086,Centro,36,Otro,Natacion,6,37,Avanzado,21503,5
1087,Sur,23,M,Gimnasio,2,84,Intermedio,26237,5
1088,Buenos Aires,41,Otro,Yoga,3,33,Principiante,,5
1089,CABA,49,M,Natacion,5,44,Intermedio,22958,5
1090,CABA,56,F,Natacion,4,42,Intermedio,16642,5
1091,Buenos Aires,17,F,Gimnasio,5,45,Intermedio,25691,5
1092,Norte,66,Otro,Futbol,4,63,Avanzado,21881,5
1093,Sur,28,F,Natacion,3,57,Principiante,11340,5
1094,CABA,49,M,Ciclismo,4,99,Intermedio,35505,5
1095,Sur,34,M,Futbol,2,87,Principiante,10522,5
1096,Buenos Aires,20,Otro,Yoga,2,51,Intermedio,16580,4
1097,CABA,57,Otro,Futbol,1,105,Principiante,11043,5
1098,Sur,48,F,Futbol,5,106,Avanzado,15899,5
1099,CABA,26,Otro,Natacion,1,37,Principiante,14033,5
1100,CABA,42,Otro,Gimnasio,2,59,Intermedio,24360,
1101,Sur,15,F,Futbol,7,116,Avanzado,16541,5
1102,Norte,32,Otro,Ciclismo,3,109,Intermedio,24664,5
1103,Norte,36,M,Yoga,5,69,Intermedio,16037,5
1104,Centro,46,Otro,Gimnasio,2,56,Intermedio,22034,5
1105,Centro,63,Otro,Yoga,5,58,Avanzado,21517,5
1106,Norte,27,M,Natacion,2,40,Principiante,11761,5
1107,CABA,31,F,Yoga,7,58,Avanzado,24709,5
1108,Norte,33,F,Ciclismo,7,71,Avanzado,36884,5
1109,Sur,67,Otro,Natacion,2,55,Principiante,13147,4
1110,CABA,63,M,Futbol,1,103,Principiante,9830,5
1111,Buenos Aires,41,F,Gimnasio,5,76,Intermedio,25039,5
1112,Buenos Aires,47,M,Yoga,3,54,Intermedio,,5
1113,Buenos Aires,69,Otro,Ciclismo,6,65,Avanzado,44929,4
1114,CABA,64,Otro,Yoga,3,48,Intermedio,18037,4
1115,Norte,16,Otro,Ciclismo,2,69,Principiante,18099,
1116,CABA,46,F,Gimnasio,2,51,Principiante,15294,5
1117,Buenos Aires,18,Otro,Gimnasio,6,86,Avanzado,32211,5
1118,Sur,43,F,Gimnasio,2,80,Intermedio,22366,5
1119,CABA,43,M,Gimnasio,3,70,Intermedio,29981,5
1120,CABA,56,F,Natacion,2,57,Principiante,13954,5
1121,Norte,36,F,Running,5,65,Intermedio,8780,5
1122,Norte,23,F,Yoga,2,38,Principiante,11481,5
1123,Sur,34,M,Ciclismo,7,140,Avanzado,37196,5
1124,CABA,36,F,Running,4,55,Intermedio,11187,
1125,CABA,14,F,Gimnasio,1,64,Principiante,,4
1126,Norte,38,Otro,Gimnasio,6,73,Avanzado,27468,5
1127,Norte,46,F,Gimnasio,7,55,Avanzado,34969,5
1128,CABA,36,F,Futbol,4,65,Intermedio,14449,5
1129,Norte,68,F,Natacion,4,45,Avanzado,28971,
1130,Norte,51,F,Running,4,72,Intermedio,9151,5
1131,Buenos Aires,28,M,Running,2,60,Intermedio,9641,5
1132,Centro,66,F,Gimnasio,6,54,Avanzado,32472,5
1133,Buenos Aires,32,Otro,Yoga,2,49,Principiante,12046,5
1134,Centro,68,M,Futbol,6,119,Avanzado,18735,5
1135,Buenos Aires,53,F,Futbol,4,94,Avanzado,16176,5
1136,Centro,67,Otro,Running,5,76,Avanzado,14448,5
1137,Norte,18,Otro,Yoga,5,74,Intermedio,16963,5
1138,CABA,35,Otro,Natacion,5,33,Avanzado,30705,5
1139,CABA,65,Otro,Futbol,4,108,Avanzado,20862,5
1140,Norte,64,F,Yoga,6,53,Avanzado,22509,5
1141,Sur,14,Otro,Yoga,5,51,Intermedio,17582,5
1142,Norte,15,F,Yoga,3,46,Principiante,,4
1143,Centro,23,M,Gimnasio,3,72,Principiante,14771,
1144,Centro,21,M,Natacion,1,53,Principiante,16246,4
1145,CABA,23,Otro,Gimnasio,2,90,Principiante,15841,5
1146,CABA,27,Otro,Running,1,80,Principiante,6684,4
1147,Centro,32,M,Running,3,61,Principiante,6544,
1148,Buenos Aires,57,M,Gimnasio,5,75,Intermedio,21914,5
1149,Centro,47,F,Yoga,5,74,Intermedio,15686,5
1150,Centro,27,F,Natacion,4,44,Avanzado,30760,5
1151,Norte,66,Otro,Yoga,2,71,Principiante,14390,5
1152,Buenos Aires,28,Otro,Yoga,2,40,Intermedio,16445,5
1153,Buenos Aires,17,F,Yoga,5,69,Intermedio,17769,5
1154,Centro,61,F,Natacion,4,46,Avanzado,,4
1155,Buenos Aires,50,Otro,Gimnasio,2,73,Principiante,18424,5
1156,CABA,18,F,Running,3,51,Principiante,7589,5
1157,Centro,25,M,Ciclismo,7,60,Avanzado,40995,5
1158,Sur,55,Otro,Running,2,90,Principiante,6773,5
1159,Centro,50,F,Gimnasio,5,45,Intermedio,24651,5
1160,Buenos Aires,17,M,Futbol,3,88,Principiante,9458,5
1161,Norte,27,M,Yoga,6,38,Avanzado,23299,5
1162,CABA,37,F,Ciclismo,3,76,Principiante,17513,5
1163,Norte,41,F,Gimnasio,2,84,Principiante,17272,5
1164,Norte,70,M,Ciclismo,5,69,Intermedio,29310,5
1165,Sur,49,Otro,Ciclismo,4,111,Intermedio,30818,5
1166,Buenos Aires,12,M,Futbol,7,111,Avanzado,19427,5
1167,Centro,62,F,Futbol,4,102,Intermedio,14223,5
1168,Sur,47,Otro,Ciclismo,2,66,Intermedio,25525,5
1169,Norte,58,M,Running,1,35,Principiante,8288,
1170,Centro,60,M,Gimnasio,2,82,Intermedio,20925,5
1171,Centro,13,Otro,Gimnasio,5,86,Avanzado,38916,5
1172,Buenos Aires,20,Otro,Running,1,85,Principiante,8059,4
1173,Centro,49,M,Running,1,63,Principiante,6759,5
1174,CABA,51,Otro,Yoga,4,62,Avanzado,20905,5
1175,Norte,20,M,Gimnasio,2,80,Intermedio,23898,4
1176,Centro,27,Otro,Gimnasio,2,77,Principiante,19150,4
1177,Norte,44,F,Natacion,7,56,Avanzado,24566,5
1178,Norte,13,Otro,Futbol,6,113,Avanzado,19469,5
1179,Centro,52,F,Running,7,54,Avanzado,12602,5
1180,CABA,19,Otro,Running,5,48,Intermedio,,5
1181,Norte,60,F,Ciclismo,3,130,Principiante,16938,4
1182,Buenos Aires,29,M,Running,5,70,Avanzado,10838,5
1183,Buenos Aires,46,F,Futbol,4,115,Intermedio,15966,5
1184,Buenos Aires,31,Otro,Futbol,2,76,Principiante,8963,4
1185,Sur,20,M,Natacion,2,35,Intermedio,16412,5
1186,CABA,12,F,Yoga,7,42,Avanzado,19874,5
1187,Norte,43,Otro,Futbol,5,98,Intermedio,15779,5
1188,Buenos Aires,45,Otro,Gimnasio,7,77,Avanzado,32258,5
1189,Sur,39,Otro,Gimnasio,7,45,Avanzado,31450,5
1190,Norte,12,F,Running,7,76,Avanzado,11874,5
1191,Sur,12,M,Running,2,59,Principiante,7895,5
1192,Norte,65,F,Natacion,5,52,Avanzado,30689,5
1193,Norte,22,Otro,Yoga,6,71,Avanzado,25106,5
1194,CABA,26,M,Yoga,2,71,Principiante,14473,5
1195,Norte,52,M,Gimnasio,5,51,Intermedio,26974,5
1196,CABA,65,Otro,Gimnasio,4,74,Intermedio,25441,5
1197,Sur,57,F,Futbol,3,80,Principiante,,5
1198,Buenos Aires,59,M,Yoga,5,58,Avanzado,23560,5
1199,Sur,44,Otro,Running,2,69,Principiante,6142,4
1200,Norte,70,M,Natacion,6,50,Avanzado,28974,5
1201,Centro,63,M,Running,5,85,Intermedio,8208,5
1202,Sur,52,F,Futbol,7,79,Avanzado,18068,5
1203,Buenos Aires,53,Otro,Running,2,69,Principiante,8217,5
1204,CABA,25,F,Ciclismo,4,94,Avanzado,39854,5
1205,Sur,50,Otro,Ciclismo,5,77,Intermedio,30608,5
1206,Buenos Aires,40,F,Running,2,89,Principiante,8124,5
1207,CABA,32,M,Futbol,3,63,Principiante,8506,5
1208,Centro,18,F,Futbol,7,81,Avanzado,21254,5
1209,Centro,68,F,Gimnasio,4,61,Avanzado,30531,4
1210,Buenos Aires,61,F,Natacion,1,33,Principiante,11518,4
1211,Norte,69,M,Futbol,5,104,Avanzado,17184,5
1212,CABA,15,F,Yoga,6,49,Avanzado,26989,5
1213,Sur,62,M,Yoga,5,47,Intermedio,17613,5
1214,Centro,41,Otro,Ciclismo,7,146,Avanzado,34271,5
1215,Norte,66,F,Gimnasio,2,47,Principiante,19105,5
1216,CABA,70,Otro,Running,3,50,Principiante,6423,5
1217,Sur,36,Otro,Futbol,6,86,Avanzado,20980,5
1218,Norte,70,F,Natacion,5,33,Intermedio,22558,5
1219,Norte,12,F,Gimnasio,5,59,Intermedio,25462,5
1220,Centro,44,F,Gimnasio,1,84,Principiante,19153,5
1221,Norte,18,Otro,Ciclismo,1,125,Principiante,,4
1222,Centro,49,Otro,Yoga,5,70,Intermedio,16199,5
1223,Sur,12,Otro,Natacion,3,35,Principiante,11644,5
1224,Centro,16,Otro,Gimnasio,4,80,Intermedio,26406,5
1225,Buenos Aires,57,M,Futbol,1,87,Principiante,11604,4
1226,Sur,64,Otro,Futbol,5,65,Avanzado,20006,5
1227,Centro,46,Otro,Yoga,4,43,Avanzado,23231,5
1228,Norte,18,M,Running,4,31,Intermedio,11170,5
1229,Centro,56,Otro,Yoga,7,63,Avanzado,25987,5
1230,Centro,61,M,Gimnasio,5,49,Intermedio,23379,5
1231,Sur,20,F,Running,3,63,Intermedio,10713,5
1232,Buenos Aires,33,M,Futbol,7,80,Avanzado,15712,5
1233,CABA,45,F,Running,2,67,Principiante,7673,5
1234,CABA,69,F,Futbol,4,88,Intermedio,14954,5
1235,Centro,59,Otro,Futbol,3,110,Intermedio,16892,5
1236,Buenos Aires,17,Otro,Running,5,90,Intermedio,10966,5
1237,Buenos Aires,12,Otro,Natacion,6,59,Avanzado,21230,5
1238,Buenos Aires,55,F,Futbol,1,71,Principiante,12333,5
1239,Sur,36,F,Running,3,48,Principiante,7803,5
1240,Sur,69,M,Futbol,7,73,Avanzado,16419,
1241,CABA,51,F,Futbol,1,120,Principiante,10802,4
1242,Centro,68,Otro,Futbol,2,84,Intermedio,15737,5
1243,Buenos Aires,62,M,Futbol,5,96,Avanzado,16017,5
1244,CABA,32,M,Yoga,5,43,Intermedio,18233,5
1245,Centro,54,M,Running,1,57,Principiante,5943,5
1246,Buenos Aires,52,F,Natacion,3,31,Principiante,13544,5
1247,Centro,35,F,Yoga,1,41,Principiante,13503,5
1248,CABA,32,F,Gimnasio,1,54,Principiante,16794,4
1249,Centro,65,F,Futbol,3,102,Principiante,9620,5
1250,Sur,17,M,Yoga,4,44,Avanzado,23033,5
1251,Norte,37,F,Futbol,5,117,Intermedio,13225,5
1252,CABA,38,M,Natacion,7,30,Avanzado,22080,
1253,Norte,38,M,Yoga,5,70,Intermedio,15788,5
1254,Centro,48,Otro,Ciclismo,3,75,Intermedio,33969,5
1255,Sur,36,M,Ciclismo,7,109,Avanzado,39579,5
1256,Centro,57,Otro,Natacion,3,37,Intermedio,22886,5
1257,Centro,21,Otro,Ciclismo,2,111,Intermedio,25433,5
1258,Norte,61,Otro,Yoga,4,70,Avanzado,20784,5
1259,Centro,59,M,Yoga,4,39,Avanzado,20645,5
1260,Sur,60,M,Running,5,85,Intermedio,10042,5
1261,Sur,61,Otro,Ciclismo,2,126,Principiante,18699,4
1262,Norte,16,F,Yoga,4,42,Avanzado,26292,5
1263,Norte,32,F,Natacion,3,48,Principiante,12812,5
1264,Sur,15,Otro,Ciclismo,3,106,Intermedio,24713,5
1265,Buenos Aires,29,Otro,Running,2,31,Principiante,6532,5
1266,CABA,28,M,Yoga,7,58,Avanzado,25211,
1267,Centro,17,F,Ciclismo,6,131,Avanzado,36097,5
1268,Norte,62,Otro,Yoga,6,61,Avanzado,23351,5
1269,Buenos Aires,70,F,Natacion,5,56,Avanzado,26852,5
1270,Norte,66,Otro,Natacion,3,53,Principiante,15798,5
1271,Centro,35,Otro,Natacion,1,36,Principiante,,4
1272,CABA,67,F,Gimnasio,3,89,Principiante,17975,5
1273,CABA,61,Otro,Futbol,2,92,Principiante,9206,5
1274,Buenos Aires,53,F,Futbol,2,83,Principiante,9696,5
1275,Centro,16,Otro,Running,5,44,Intermedio,11458,5
1276,Centro,70,M,Gimnasio,7,48,Avanzado,34499,5
1277,Centro,33,Otro,Futbol,4,107,Avanzado,17281,
1278,Centro,41,Otro,Gimnasio,3,68,Intermedio,21782,5
1279,Buenos Aires,55,F,Futbol,3,79,Intermedio,14583,4
1280,Buenos Aires,36,M,Yoga,1,48,Principiante,13163,5
1281,CABA,49,M,Ciclismo,5,147,Intermedio,35552,5
1282,Centro,32,M,Futbol,3,60,Intermedio,12948,5
1283,Norte,48,F,Futbol,2,69,Intermedio,17520,4
1284,Buenos Aires,59,F,Running,7,85,Avanzado,13128,
1285,Sur,47,F,Gimnasio,6,86,Avanzado,28599,5
1286,Norte,23,F,Futbol,3,115,Intermedio,17351,5
1287,Buenos Aires,70,M,Running,3,48,Principiante,7904,
1288,Sur,28,Otro,Ciclismo,3,62,Principiante,20429,5
1289,Sur,16,F,Natacion,1,47,Principiante,14879,4
1290,Norte,22,F,Natacion,7,48,Avanzado,29959,5
1291,CABA,31,F,Yoga,7,60,Avanzado,23906,5
1292,CABA,64,M,Futbol,5,113,Avanzado,20244,5
1293,CABA,68,M,Running,4,30,Intermedio,9994,5
1294,Centro,21,Otro,Running,3,69,Intermedio,11519,5
1295,CABA,57,M,Ciclismo,7,69,Avanzado,46224,5
1296,Norte,53,F,Gimnasio,3,71,Principiante,16137,5
1297,Norte,22,M,Natacion,4,47,Avanzado,24216,5
1298,Norte,61,M,Futbol,3,102,Principiante,10829,5
1299,Buenos Aires,50,F,Futbol,5,71,Intermedio,14141,5
1300,Buenos Aires,52,Otro,Natacion,5,59,Intermedio,22970,5
1301,Centro,13,F,Ciclismo,2,81,Principiante,17537,4
1302,Sur,37,M,Natacion,2,52,Principiante,11736,5
1303,Norte,55,M,Gimnasio,4,69,Avanzado,29528,5
1304,Centro,65,M,Ciclismo,2,145,Intermedio,24511,
1305,Norte,51,F,Ciclismo,5,123,Intermedio,25976,5
1306,Norte,48,F,Yoga,5,44,Intermedio,19693,5
1307,Sur,40,M,Ciclismo,3,80,Intermedio,25972,5
1308,Buenos Aires,42,M,Running,3,40,Intermedio,9356,5
1309,Norte,40,M,Gimnasio,2,76,Principiante,18113,5
1310,CABA,27,M,Ciclismo,5,80,Intermedio,35129,5
1311,Buenos Aires,51,F,Yoga,6,37,Avanzado,20175,5
1312,Buenos Aires,55,Otro,Natacion,4,35,Avanzado,25355,5
1313,CABA,38,M,Ciclismo,5,99,Intermedio,35316,5
1314,Centro,70,F,Natacion,4,52,Avanzado,30319,5
1315,CABA,38,F,Gimnasio,5,79,Avanzado,30048,5
1316,Buenos Aires,38,M,Gimnasio,5,54,Intermedio,23748,5
1317,Sur,35,F,Ciclismo,5,104,Intermedio,24831,5
1318,CABA,19,M,Ciclismo,3,86,Principiante,21537,5
